si no,LATITUDE,LONGITUDE,District,Elevation,Slope,Rainfall,MinTemp,MaxTemp,Humidity,NDVI,B,Ca,Cu,EC,Fe,K,Mg,Mn,N,Org_C,P,S,Zn,pH
2018,11.76527023,76.174036,Wayanad,795,8.749367,23.74894345,16.4266591,28.94855652,58.86110322,0.66529673,0.264499992,1058,4.559000015,0.1,65.86250305,281.238825,352.6666667,137.5399933,1322.5,5.289999962,19.35000038,40.17697525,1.289999962,6.130000114
2019,11.58992577,76.080004,Wayanad,774,3.361823,47.83427739,15.89819567,27.89625965,63.8170557,0.7588847,0.07,292,4.130000114,0.1,89.37999725,285.1300049,97.33000183,37.95999908,365,1.460000038,105,40.72999954,7,5.989999771
2020,11.63327408,76.038419,Wayanad,758,10.754725,28.24711943,16.42856882,28.34290703,66.35653247,0.55046374,0.079999998,308,4.25,0.1,123.2399979,196.6600037,102.6699982,40.04000092,385,1.539999962,78.15000153,28.09000015,5.210000038,5.429999828
2021,11.52975178,76.191632,Wayanad,875,13.060747,76.31769872,15.23309242,27.17794821,67.63693221,0.684882,0.100000001,412,6.03000021,0.1,61.25,284.2399902,137.3300018,53.56000137,515,2.059999943,28.79999924,40.61000061,1.919999957,5.269999981
2022,11.59980679,76.067905,Wayanad,769,6.5326586,47.83427739,15.89819567,27.89625965,63.8170557,0.41323134,0.109999999,625,5.760000229,0.1,50.81999969,145.4799957,180,75.52999878,523,1.74000001,9.649999619,39,4.150000095,5.349999905
2023,11.68039989,76.04000092,Wayanad,760,6.2237387,26.82352638,15.94865307,28.43124674,65.52757814,0.49465021,0.109999999,630,5.559999943,0.1,82.45999908,205.6799927,124,72.27999878,588,1.799999952,20.43000031,68.12999725,6.480000019,5.730000019
2024,11.68661594,76.1539917,Wayanad,738,4.8142343,20.85900843,16.04212262,28.8355131,60.19013451,0.4160668,0.119999997,780,6.199999809,0.1,101.5,226.0200043,85,85.52999878,478,1.899999976,17.27000046,43.88000107,6.099999905,5.579999924
2025,11.71619987,75.98069763,Wayanad,755,4.2110233,31.56662369,15.94865307,28.43124674,65.52757814,0.44164085,0.159999996,521.4199829,3.849999905,0.1,56.52999878,220.4900055,85,98.84999847,689,1.5,22.12999916,73.87999725,4.019999981,5.230000019
2026,11.64519978,76.18229675,Wayanad,771,5.287041,30.04404676,15.18494752,27.48131372,62.53044412,0.7399863,0.189999998,325.519989,3.640000105,0.1,58.97999954,168.25,126,31.28000069,396,0.850000024,39.99000168,18.96999931,7.099999905,4.179999828
2027,11.62331963,76.03209686,Wayanad,757,12.930296,28.24711943,16.42856882,28.34290703,66.35653247,0.6108962,0.5,328.519989,1.120000005,0.11,63.95000076,210.3300018,112,27.28000069,456,0.689999998,55.97000122,21.26000023,8.199999809,3.960000038
2028,11.55350018,76.22509766,Wayanad,891,5.070586,31.79931426,15.18494752,27.48131372,62.53044412,0.73096347,1.039999962,333.6000061,3.799999952,0.11,28.98999977,223.9600067,99,40,358,0.959999979,65.25,36.29000092,9.5,5.130000114
2029,11.67791557,76.280965,Wayanad,903,4.689922,12.86354589,14.73629282,27.72364407,59.73813951,0.48796955,0.052000001,208,5.889999866,0.11,74.832995,426.7724915,69.33333333,27.04000092,260,1.039999962,79.85442352,60.96749878,5.323627949,6.400000095
2030,11.60166645,76.031968,Wayanad,756,14.908069,28.24711943,16.42856882,28.34290703,66.35653247,0.7015778,1.299999952,429.8999939,3.00999999,0.11,56.22800064,553.1904297,86,19.95985031,612,1.139999986,71.81439972,67.96875,6.150000095,4.590000153
2031,11.71742535,76.13638306,Wayanad,787,2.9865117,18.84184039,16.32744619,29.33652412,62.41055442,0.46843854,0.0625,250,10.57999992,0.11,77.31900024,493.07125,83.33333333,32.5,312.5,1.25,149.8500061,70.43875122,9.989999771,4
2032,11.57325745,76.094821,Wayanad,764,10.850212,47.83427739,15.89819567,27.89625965,63.8170557,0.41783777,0.670000017,415.8580017,4.320000172,0.11,52.22000122,305.2520142,102,51.24700165,654,1.330000043,80.2519989,22.52000046,3.24000001,3.99000001
2033,11.93493176,76.053887,Wayanad,862,3.9723408,17.41042399,16.83110778,29.11615906,58.51796847,0.52216506,0.067500003,270,4.650000095,0.11,58.375,455.984725,90,35.09999847,337.5,1.350000024,47.25,65.140675,3.150000095,5.820000172
2034,11.66310024,76.30000305,Wayanad,900,5.9935346,15.09248847,14.73629282,27.72364407,59.73813951,0.6963807,0.080357143,321.4285714,6.429999828,0.11,101.5,197.61875,107.1428571,41.78571428,401.7857143,1.607142857,63.45000076,28.23125076,4.230000019,6.210000038
2035,11.65231895,76.3614287,Wayanad,892,7.4740257,16.56945914,14.49134927,27.75986239,58.65480935,0.5354839,0.108499996,434,7.239999771,0.11,32.96175003,221.375,144.6666667,56.41999817,542.5,2.170000076,37.31999969,31.625,2.487999916,5.650000095
2036,11.64039993,76.3234024,Wayanad,855,4.1581154,20.57959223,14.72673187,27.51860673,62.38642216,0.3224432,0.125499994,502,8.029999733,0.11,73.25,191.625,167.3333333,65.26000214,627.5,2.50999999,93,27.375,6.199999809,5.639999866
2037,11.71263027,76.30602264,Wayanad,921,2.9367058,11.06208867,14.73629282,27.72364407,59.73813951,0.7674499,0.128571429,514.2857142,3.180000067,0.11,112.7724991,650.125,171.4285714,66.85714285,642.8571428,2.571428571,51.29999924,92.875,3.420000076,6.039999962
2038,11.67210102,76.280425,Wayanad,884,11.647836,12.86354589,14.73629282,27.72364407,59.73813951,0.64212984,0.134499997,538,6.050000191,0.11,69.49849701,358.75,179.3333333,69.94000244,672.5,2.690000057,104.4944992,51.25,6.966300011,6.349999905
2039,11.7031002,76.39557648,Wayanad,847,5.4760737,12.20905042,14.49134927,27.75986239,58.65480935,0.45524296,0.144999996,580,8.270000458,0.11,85.59249878,261.1700134,193.3333333,75.40000153,725,2.900000095,99.44999695,37.31000137,6.630000114,5.340000153
2040,11.59134483,76.088228,Wayanad,753,10.74848,47.83427739,15.89819567,27.89625965,63.8170557,0.5207311,0.050000001,192,4.320000172,0.11,93.62999725,669.3800049,64,24.95999908,240,0.959999979,88.5,95.62999725,5.900000095,5.210000038
2041,11.66536427,76.203177,Wayanad,789,11.031737,20.14771375,16.04212262,28.8355131,60.19013451,0.5243624,0.07,292,4.260000229,0.11,48.13000107,336.6199951,97.33000183,37.95999908,365,1.460000038,104.3899994,48.09000015,6.960000038,5.900000095
2042,11.68927479,76.223454,Wayanad,845,3.894409,20.14771375,16.04212262,28.8355131,60.19013451,0.6473703,0.079999998,185,4.289999962,0.11,69.49250031,359.625,58,25,218,1.010455959,75.30000305,51.375,5.019999981,5.96999979
2043,11.65219975,76.26830292,Wayanad,893,7.4380493,12.86354589,14.73629282,27.72364407,59.73813951,0.29838187,0.079999998,270,3.99000001,0.11,15.68000031,99.44999695,80,71.25,712,1.100000024,105.2200012,62.25,7.099999905,5.699999809
2044,11.60179996,76.32420349,Wayanad,921,10.426406,20.57959223,14.72673187,27.51860673,62.38642216,0.7938181,0.079999998,375,4.099999905,0.11,22.39999962,182.6399994,73,75.52999878,412,1.299999952,126.2200012,73.12999725,5.800000191,5.949999809
2045,11.68756008,76.112001,Wayanad,770,6.6005387,19.87357426,16.32744619,29.33652412,62.41055442,0.6654601,0.079999998,500,5.269999981,0.11,101.4000015,314.6099854,144,81.25,487,3.089999914,20.65999985,57.5,4.010000229,5.840000153
2046,11.63679981,76.04599762,Wayanad,746,1.8932192,28.24711943,16.42856882,28.34290703,66.35653247,0.82746905,0.090000004,662.1900024,1.460000038,0.11,26.46999931,556.4199829,145,71.58000183,529,1.860000014,64.26000214,46.88000107,3.859999895,5.710000038
2047,11.62066078,76.030152,Wayanad,764,10.343265,28.24711943,16.42856882,28.34290703,66.35653247,0.6808712,0.090000004,376,10.02999973,0.11,73.56999969,251.4799957,125.3300018,48.88000107,470,1.879999995,63.15000153,35.93000031,4.210000038,5.349999905
2048,11.75209999,75.94000244,Wayanad,758,7.474703,38.21623826,16.7309212,28.49599162,65.09255946,0.70666134,0.109999999,750,4.800000191,0.11,58.22999954,315.4700012,102,63.52999878,702,1.669999957,25.20999908,45.75,4.099999905,5.480000019
2049,11.6341091,76.100338,Wayanad,759,6.7009892,32.90189242,15.89819567,27.89625965,63.8170557,0.21830153,0.109999999,442,4.639999866,0.11,74.54000092,359.6300049,147.3300018,57.45999908,552.5,2.210000038,124.6600037,51.38000107,8.31000042,5.53000021
2050,11.55210114,76.215268,Wayanad,872,12.739034,31.79931426,15.18494752,27.48131372,62.53044412,0.70761865,0.109999999,460,5.110000134,0.11,52.40000153,227.3600006,148,69.97000122,712,2.609999895,9.229999542,43.13000107,8.100000381,5.539999962
2051,11.65873623,76.0981369,Wayanad,763,5.955752,24.71585375,16.32744619,29.33652412,62.41055442,0.7400865,0.129999995,880,2.950000048,0.11,63,709.9699707,148,41.27999878,586,1.389999986,23.52000046,44.75,10.5,6.170000076
2052,11.61164665,76.033206,Wayanad,751,13.503375,28.24711943,16.42856882,28.34290703,66.35653247,0.7630758,0.129999995,680,5.820000172,0.11,62,323.6799927,175,85.27999878,588,1.570000052,16.68000031,57.75,3.109999895,5.949999809
2053,11.5883503,76.221869,Wayanad,865,3.8231852,31.79931426,15.18494752,27.48131372,62.53044412,0.7011873,0.129999995,560.5999756,1.039999962,0.11,57.84999847,125.8899994,134.2799988,51.29000092,534,1.629999995,86.98999786,24.10000038,5.260000229,5.820000172
2054,11.61585045,76.27877808,Wayanad,864,2.8383262,14.42213708,14.72673187,27.51860673,62.38642216,0.44978005,0.129999995,438,6.019999981,0.11,13.23999977,537.9400024,120.1999969,25.38999939,456,1.769999981,64.43000031,66.33999634,7.539999962,5.96999979
2055,11.61573315,76.051607,Wayanad,754,9.214222,30.44018316,15.89819567,27.89625965,63.8170557,0.5646454,0.129999995,655,5.78000021,0.11,51.15000153,172.4900055,145.25,81.26000214,478,2.130000114,10.53999996,36.25,3.75,5.309999943
2056,11.60243034,76.22068787,Wayanad,913,4.6273675,19.43977642,15.18494752,27.48131372,62.53044412,0.6135581,0.140000001,394,3.00999999,0.11,24.05999947,456.8500061,0,43.63000107,523,1.980000019,60.52000046,70.55000305,7.949999809,5.380000114
2057,11.8208704,76.019519,Wayanad,763,14.903241,30.68331051,16.44396231,28.94347639,62.13998578,0.55711704,0.150000006,700,6.789999962,0.11,112,440.1600037,115,35.27999878,711,1.320000052,52.91999817,55.75,3.559999943,6.03000021
2058,11.63137722,76.12644196,Wayanad,754,5.2869096,32.90189242,15.89819567,27.89625965,63.8170557,0.57127196,0.209999993,751.5,3.099999905,0.11,55.59999847,560.75,101,21.20999908,523,1.25999999,36.40000153,35.63000107,10.68000031,5.889999866
2059,11.66375732,76.3128742,Wayanad,885,7.152199,15.09248847,14.73629282,27.72364407,59.73813951,0.2467502,0.081,324,6.360000134,0.111,66.43487549,221.1487579,108,42.11999893,405,1.620000005,52.88700104,31.59267998,3.52579999,5.400000095
2060,11.60828495,76.288781,Wayanad,920,10.072765,14.42213708,14.72673187,27.51860673,62.38642216,0.5428971,0.039999999,204.6499939,6.329999924,0.12,45.65000153,226.4600067,0,55.29000092,245,0.319999993,15.39000034,57.97000122,4.320000172,4.840000153
2061,11.79307556,76.178227,Wayanad,801,5.7408166,23.74894345,16.4266591,28.94855652,58.86110322,0.65294564,0.029533679,118.134715,3.269999981,0.12,63.02249908,272.2224888,39.37823834,15.35751295,147.6683938,0.590673575,71.28900146,38.88892698,4.752600193,5.670000076
2062,11.83526707,76.103906,Wayanad,722,11.261719,18.98152125,16.52675229,29.36926422,61.01049218,0.60547,0.035751295,143.0051813,3.119999886,0.12,37.68600082,281.386875,47.66839378,18.59067358,178.7564767,0.715025907,80.51802063,40.198125,5.367867947,5.190000057
2063,11.72080517,76.12957764,Wayanad,757,11.131848,18.84184039,16.32744619,29.33652412,62.41055442,0.69894046,0.0405,162,7.025100231,0.12,78.96859741,302.71325,54,21.05999947,202.5,0.810000002,143.3999939,43.24475098,9.56000042,5.289999962
2064,11.88277054,76.07926941,Wayanad,732,0.947715,16.73580408,16.83110778,29.11615906,58.51796847,0.6121435,0.041999999,168,5.980000019,0.12,51.875,844.890375,56,21.84000015,210,0.839999974,142.0500031,120.698625,9.470000267,5.960000038
2065,11.71958828,76.137477,Wayanad,795,4.2110605,18.84184039,16.32744619,29.33652412,62.41055442,0.49822316,0.0425,170,9.181480408,0.12,75.18099976,572.903625,56.66666667,22.10000038,212.5,0.850000024,163.5,81.843375,10.89999962,5.010000229
2066,11.78681564,76.158196,Wayanad,761,9.38175,23.74894345,16.4266591,28.94855652,58.86110322,0.70248806,0.044500001,178,2.130000114,0.12,89.078725,279.125,59.33333333,23.13999939,222.5,0.889999986,134.3984985,39.875,8.959899902,6.170000076
2067,11.57967281,76.105824,Wayanad,771,9.876886,37.31223035,15.89819567,27.89625965,63.8170557,0.65257615,0.085000001,380,7.289999962,0.12,70,136.5279999,180,38.52799988,596,0.965853659,20.69759941,48,4.829999924,5.550000191
2068,11.60461521,76.34226227,Wayanad,883,14.520768,20.57959223,14.72673187,27.51860673,62.38642216,0.72703326,0.0495,198,3.75999999,0.12,74.186125,183.75,66,25.73999977,247.5,0.99000001,93.227205,26.25,6.215147018,5.710000038
2069,11.83812714,76.115227,Wayanad,724,9.242192,18.98152125,16.52675229,29.36926422,61.01049218,0.45506564,0.049740933,198.9637306,1.669999957,0.12,76.46847534,283.408825,66.32124352,25.86528497,248.7046632,0.994818653,76.81880951,40.486975,5.121253967,5.400000095
2070,11.66011906,76.31721497,Wayanad,886,5.966327,15.09248847,14.73629282,27.72364407,59.73813951,0.6821078,0.055,220,7.449999809,0.12,60.95750046,304.0362549,73.33333333,28.60000038,275,1.100000024,133.5,43.43375015,8.899999619,5.619999886
2071,11.65690041,76.1210022,Wayanad,752,9.089703,19.87357426,16.32744619,29.33652412,62.41055442,0.522673,1.179999948,425.6300049,5.139999866,0.12,28.21999931,257.2799988,135,49.52999878,401,1.230000019,28.29000092,18.57999992,9.300000191,5.119999886
2072,11.78732491,76.151373,Wayanad,791,14.703761,23.74894345,16.4266591,28.94855652,58.86110322,0.5792459,0.062176166,248.7046632,2.430000067,0.12,67.1210022,218.75,82.9015544,32.33160622,310.880829,1.243523316,91.83000183,31.25,6.122000217,6.130000114
2073,11.87634563,76.040167,Wayanad,868,12.40353,22.39653182,16.24917229,28.74895919,59.53256002,0.5412496,0.075499997,302,4.558968067,0.12,50.625,630,100.6666667,39.25999832,377.5,1.50999999,44.09999847,90,2.940000057,4.440000057
2074,11.69900036,76.2743988,Wayanad,926,0,12.86354589,14.73629282,27.72364407,59.73813951,0.4692584,0.079017857,316.0714286,7.139999866,0.12,75.125,572.903625,105.3571429,41.08928572,395.0892858,1.580357143,77.55000305,81.843375,5.170000076,5.480000019
2075,11.54527473,76.031749,Wayanad,785,12.863582,107.3562555,17.93006102,29.24338868,65.56911816,0.5203908,1.279999971,149.1499939,4.980000019,0.12,46.27999878,173.6448059,114,52.3390007,487,1.580487805,6.924960136,18.75,4.570000172,4.730000019
2076,11.82480621,75.929554,Wayanad,820,17.23424,41.8546958,16.7309212,28.49599162,65.09255946,0.80116534,0.093999997,100,2.589999914,0.12,24.39999962,88.48000336,48,23.04000092,857,1.653061224,17.69599915,44.8828125,3.069999933,5.489999771
2077,11.8010416,76.215141,Wayanad,744,6.532757,27.14290547,16.4266591,28.94855652,58.86110322,0.69345796,0.083937824,335.7512953,1.559999943,0.12,90.22499847,207.375,111.9170984,43.64766839,419.6891192,1.678756477,87.87000275,29.625,5.857999802,6.150000095
2078,11.67546177,76.350943,Wayanad,852,2.9861062,16.56945914,14.49134927,27.75986239,58.65480935,0.5774363,0.0845,338,1.950000048,0.12,76.625,357.875,112.6666667,43.93999863,422.5,1.690000057,71.20500183,51.125,4.747000217,4.949999809
2079,11.67445946,75.961661,Wayanad,743,10.139087,25.51089454,15.94865307,28.43124674,65.52757814,0.75109094,0.078000002,220,2.460000038,0.12,45,121.7900009,72,63.52000046,478,2.099999905,55.13100052,109.875,2.869999886,5.309999943
2080,11.73929214,75.918204,Wayanad,758,5.7397285,97.94591713,16.55277457,28.31941534,68.3520686,0.59190494,0.1118,680,9.069999695,0.12,17.5,146.4960022,84,81.95899963,614,2.418367347,18.37919998,79.8828125,4.769999981,6.019999981
2081,11.65254021,76.33866882,Wayanad,853,2.9366398,15.09248847,14.73629282,27.72364407,59.73813951,0.62161267,0.125,500,6.849999905,0.12,62.65399933,581,166.6666667,65,625,2.5,30.14999962,83,2.00999999,5.599999905
2082,11.67786121,76.287643,Wayanad,923,6.5986924,12.86354589,14.73629282,27.72364407,59.73813951,0.3694449,0.161500007,646,6.670000076,0.12,64.03624725,278.7718413,215.3333333,83.98000336,807.5,3.230000019,94.87827301,39.82454875,6.325218201,6.239999771
2083,11.80655098,76.19632721,Wayanad,725,2.9873877,25.52896392,16.4266591,28.94855652,58.86110322,0.63874173,0.07,601.2000122,5.889999866,0.12,39.52000046,305.25,0,51.86000061,258,0.519999981,72.22000122,29.95999908,7.5,4.960000038
2084,11.59825039,76.22292328,Wayanad,910,6.6621623,31.79931426,15.18494752,27.48131372,62.53044412,0.614176,0.079999998,492,1.279999971,0.12,26.42000008,610.8499756,0,51.38999939,586,1.370000005,73.40000153,25.70000076,5.239999771,5.260000229
2085,11.68519592,76.028766,Wayanad,723,5.475814,26.82352638,15.94865307,28.43124674,65.52757814,0.40550515,0.090000004,546,6.099999905,0.12,72.5,210.5599976,102,80,648,1.399999976,14.75,76.25,5.5,5.699999809
2086,11.63647842,76.078893,Wayanad,768,1.3252673,30.44018316,15.89819567,27.89625965,63.8170557,0.7023951,0.090000004,352,4.860000134,0.12,99.84999847,736.0300293,117.3300018,45.75999832,440,1.75999999,88.19999695,105.1500015,5.880000114,5.769999981
2087,11.69111347,76.109286,Wayanad,760,3.3893619,19.87357426,16.32744619,29.33652412,62.41055442,0.65867364,0.090000004,875,4.849999905,0.12,102,186.6000061,88,45.52999878,324,2.200000048,11.10000038,45,8.600000381,5.400000095
2088,11.7599411,76.009397,Wayanad,767,4.2115583,24.35911709,16.44396231,28.94347639,62.13998578,0.35102618,0.119999997,920,5.880000114,0.12,65.30000305,327.8200073,73,71.27999878,685,1.590000033,27.79999924,46.75,4.210000038,5.449999809
2089,11.77330017,75.97750092,Wayanad,778,1.3256023,32.2228713,16.44396231,28.94347639,62.13998578,0.37502313,0.129999995,604.2000122,3.849999905,0.12,65.5,225.3999939,159,71.29000092,698,1.25,22.40999985,72,3.599999905,5.599999905
2090,11.59984016,76.26860809,Wayanad,873,8.036001,20.42471892,14.72673187,27.51860673,62.38642216,0.54905224,0.140000001,450,1.210000038,0.12,67.55999756,264.3200073,124.1999969,24.25,752,0.680000007,56.25999832,28.89999962,2.359999895,5.070000172
2091,11.68176079,76.21553802,Wayanad,777,9.386201,20.14771375,16.04212262,28.8355131,60.19013451,0.33941418,0.140000001,562,5.210000038,0.12,24.87999916,351.0799866,187.3300018,73.05999756,702.5,2.809999943,94.69000244,50.15000153,6.309999943,5.78000021
2092,11.66549969,76.01100159,Wayanad,742,5.6267967,26.82352638,15.94865307,28.43124674,65.52757814,0.7162305,0.150000006,582.5,5.119999886,0.12,61.52999878,145.6999969,142,59.84000015,598,1.75,16.60000038,65,6.050000191,5.820000172
2093,11.60949993,76.30560303,Wayanad,932,12.025444,20.57959223,14.72673187,27.51860673,62.38642216,0.40448374,0.189999998,450,1.25999999,0.12,21.25,195.6100006,79,68.68000031,486,2.650000095,36.41999817,69.83000183,8.390000343,5.599999905
2094,11.65178776,76.266617,Wayanad,892,11.336481,12.86354589,14.73629282,27.72364407,59.73813951,0.61894464,0.021761658,87.04663212,6.539999962,0.13,49.26910019,208.25,29.01554404,11.31606218,108.8082902,0.435233161,105.1500015,29.75,7.010000229,5.239999771
2095,11.65640163,76.251263,Wayanad,919,4.6625257,12.86354589,14.73629282,27.72364407,59.73813951,0.49918434,0.031088083,124.3523316,3.920000076,0.13,62.0424375,329,41.4507772,16.16580311,155.4404145,0.621761658,91.5,47,6.099999905,5.849999905
2096,11.78908157,76.078668,Wayanad,742,17.688753,20.04994082,16.52675229,29.36926422,61.01049218,0.45357075,1.149999976,398.2799988,4.190000057,0.13,52.29000092,501.25,0,41.29999924,387,0.649999976,80.27999878,50.25999832,5.099999905,5.539999962
2097,11.52371883,76.184858,Wayanad,885,3.8231313,76.31769872,15.23309242,27.17794821,67.63693221,0.42605224,0.980000019,325.2799988,2.390000105,0.13,49.54999924,96.97000122,0,29.85000038,405,0.800000012,81.25,60.25,6.369999886,5.25
2098,11.67160034,76.06739807,Wayanad,782,1.3253531,24.71585375,16.32744619,29.33652412,62.41055442,0.6577057,1.080000043,408.2799988,5.360000134,0.13,21.28000069,369.9500122,98,46.52999878,365,0.959999979,31.29000092,31.29000092,5.599999905,4.869999886
2099,11.59528732,76.186227,Wayanad,776,9.263367,34.01385522,15.18494752,27.48131372,62.53044412,0.7373835,0.899999976,298.5299988,5.96999979,0.13,84.27999878,218.2799988,0,28.98999977,399,0.99000001,81.19999695,35.52000046,10.34000015,6.050000191
2100,11.64004803,76.323221,Wayanad,857,5.73774,20.57959223,14.72673187,27.51860673,62.38642216,0.3175906,0.056000002,224,5.900000095,0.13,62.320375,320.25,74.66666667,29.12000084,280,1.120000005,98.27700043,45.75,6.551799774,5.570000172
2101,11.76459312,76.218815,Wayanad,784,10.308617,27.34880829,16.4266591,28.94855652,58.86110322,0.7106631,0.061999999,248,1.598999977,0.13,16.5,519.1900024,82.66666667,32.24000168,310,1.24000001,168.8999939,74.16999817,11.26000023,6.010000229
2102,11.68165493,75.96942139,Wayanad,739,11.883978,25.51089454,15.94865307,28.43124674,65.52757814,0.52873564,0.095200002,420,4.860000134,0.13,32.20000076,187.3760071,252,79.25,584,1.375609756,30.38559914,55.5390625,4.329999924,5.53000021
2103,11.76827335,76.032185,Wayanad,742,10.076763,24.35911709,16.44396231,28.94347639,62.13998578,0.71993154,0.610000014,398.5100098,5.230000019,0.13,39.63000107,231.25,0,32.52999878,356,1.519999981,81.05000305,39.59000015,9.659999847,5.210000038
2104,11.78944969,76.021536,Wayanad,717,0.92740995,24.35911709,16.44396231,28.94347639,62.13998578,0.7341552,1.090000033,412.5299988,4.960000038,0.13,49.65999985,176.3200073,0,42.95999908,485,1.580000043,69.62000275,29.65999985,7.230000019,4.880000114
2105,11.82633591,76.161262,Wayanad,754,7.4381237,25.52896392,16.4266591,28.94855652,58.86110322,0.74631155,0.085000001,340,2.680000067,0.13,51.27822495,270.012575,113.3333333,44.20000076,425,1.700000048,135.4499969,38.573225,9.029999733,5.5
2106,11.56954193,76.058314,Wayanad,782,5.954048,47.83427739,15.89819567,27.89625965,63.8170557,0.58358896,0.889999986,334.8500061,3.980000019,0.13,47.34999847,192.0576019,152,63.22050095,635,1.74000001,110.7993622,37.03125,2.980000019,4.269999981
2107,11.84703922,76.03715515,Wayanad,785,2.1091666,30.68331051,16.44396231,28.94347639,62.13998578,0.466133,0.087499999,350,8.890000343,0.13,21.125,469.7875061,116.6666667,45.5,437.5,1.75,92.69999695,67.11250305,6.179999828,6.010000229
2108,11.57240105,76.119195,Wayanad,781,6.2232437,37.31223035,15.89819567,27.89625965,63.8170557,0.7632628,0.119000003,420,7.019999981,0.13,26.29999924,274.0639954,300,58.25500107,538,1.785365854,12.26399994,52.9375,3.519999981,6.03000021
2109,11.79517078,76.154777,Wayanad,782,0,23.74894345,16.4266591,28.94855652,58.86110322,0.43742305,0.124499999,498,3.089999914,0.13,48.94075012,193.7373786,166,64.73999786,622.5,2.49000001,78.83519745,27.67676838,5.255680084,5.480000019
2110,11.63551044,75.984861,Wayanad,766,1.3252653,103.518146,16.42856882,28.34290703,66.35653247,0.5807537,0.090999998,580,3.400000095,0.13,28.40999985,221.4199982,152,70.27999878,589,2.539999962,43.90999985,60,2.730000019,5.429999828
2111,11.70317078,76.09739685,Wayanad,728,4.690196,23.00255585,16.32744619,29.33652412,62.41055442,0.60285103,0.050000001,775,4.480000019,0.13,85,135.8000031,100,39.68999863,399,1.580000043,8.329999924,35.75,4.75,5.610000134
2112,11.66219997,76.29979706,Wayanad,904,1.3253301,12.86354589,14.73629282,27.72364407,59.73813951,0.7060932,0.079999998,350,4.119999886,0.13,23.47999954,155.6900024,82,84.58999634,785,1.559999943,98.51999664,70.62999725,6.139999866,5.980000019
2113,11.62965012,76.17788696,Wayanad,752,5.9930925,30.04404676,15.18494752,27.48131372,62.53044412,0.6077052,0.079999998,356,2.410000086,0.13,30.59000015,743.9000244,0,25.28000069,658,1.679999948,79.16999817,17.97999954,4.199999809,5.420000076
2114,11.67169952,76.1486969,Wayanad,766,2.6492908,19.87357426,16.32744619,29.33652412,62.41055442,0.53852314,0.090000004,652.6199951,2.140000105,0.13,41.95999908,563.25,104,81.68000031,614,0.899999976,39.97000122,39.36999893,5.800000191,5.230000019
2115,11.66864967,76.036262,Wayanad,726,2.0818427,26.82352638,15.94865307,28.43124674,65.52757814,0.60568184,0.090000004,589,5.559999943,0.13,81.19999695,225.3999939,96,91.81999969,569,1.100000024,20.45000076,48.75,6.400000095,5.599999905
2116,11.55488586,76.154681,Wayanad,833,1.8926642,34.01385522,15.18494752,27.48131372,62.53044412,0.6046837,0.090000004,769,5.699999809,0.13,26.47999954,156.4499969,87,48.95999908,671,1.429999948,12.25,73.62999725,2.859999895,5.349999905
2117,11.75313759,76.066081,Wayanad,758,6.6657834,20.04994082,16.52675229,29.36926422,61.01049218,0.45691985,0.100000001,687,3.349999905,0.13,50.29999924,449.3399963,124,100.2799988,529,2.099999905,24.84000015,41,2.890000105,5.670000076
2118,11.53818512,76.167731,Wayanad,896,10.754292,76.31769872,15.23309242,27.17794821,67.63693221,0.63571024,0.119999997,365,4.25,0.13,50.5,201.5800018,157,65.5,778,2.099999905,8.5,41.63000107,6.5,5.690000057
2119,11.85412788,75.984078,Wayanad,801,11.147316,30.82049179,16.24917229,28.74895919,59.53256002,0.62189853,0.140000001,324.2799988,6.170000076,0.13,28.52000046,208.5299988,0,18.95000076,365,0.779999971,85.51999664,25.20000076,7.329999924,5.960000038
2120,11.70425606,76.16765594,Wayanad,799,6.70152,26.4541409,16.04212262,28.8355131,60.19013451,0.7346384,0.140000001,580,5.440000057,0.13,112,198.9100037,104,59.97000122,439,2.150000095,9.760000229,69,3.910000086,4.929999828
2121,11.64183426,76.081842,Wayanad,798,10.301145,30.44018316,15.89819567,27.89625965,63.8170557,0.63879126,0.150000006,592,5.5,0.13,112.6299973,480.269989,197.3300018,76.95999908,740,2.960000038,67.19999695,68.61000061,4.480000019,5.619999886
2122,11.80526829,76.021396,Wayanad,729,13.0665045,30.68331051,16.44396231,28.94347639,62.13998578,0.45035106,0.159999996,650,6.199999809,0.13,99.62999725,411.7799988,124,29.98999977,725,1.350000024,45.45000076,51.25,3.799999952,5.940000057
2123,11.80830002,76.05860138,Wayanad,766,4.816268,18.88560307,16.52675229,29.36926422,61.01049218,0.66803366,0.159999996,482.6199951,4.150000095,0.13,44.5,298.6499939,148,85.29000092,698,1.450000048,33.20000076,38.75,4.199999809,5.820000172
2124,11.78039169,76.021449,Wayanad,723,6.7021008,24.35911709,16.44396231,28.94347639,62.13998578,0.51648897,0.159999996,816,4.210000038,0.13,135,333.3099976,145,63.52999878,598,1.519999981,32.31000137,112.8799973,3.950000048,5.940000057
2125,11.67723274,76.077135,Wayanad,784,2.081856,24.71585375,16.32744619,29.33652412,62.41055442,0.37128463,0.180000007,734,5.559999943,0.13,58.25,336.1300049,244.6699982,95.41999817,917.5,3.670000076,79.94000244,48.02000046,5.329999924,6.019999981
